,learning_rate,weight_decay,epoch,TP,TN,FP,FN,accuracy,precision,recall,f1_score
0,0.0001,1.88185e-05,1,199.0,852.0,287.0,582.0,0.5473958253860474,0.4094650149345398,0.25480154156684875,0.3141278593363712
1,0.0001,1.88185e-05,2,69.0,1058.0,61.0,732.0,0.5869791507720947,0.5307692289352417,0.08614232391119003,0.1482277200765445
2,0.0001,1.88185e-05,3,76.0,1076.0,63.0,705.0,0.6000000238418579,0.5467625856399536,0.09731113910675049,0.16521738999667215
3,0.0001,1.88185e-05,4,99.0,1027.0,109.0,685.0,0.5864583253860474,0.4759615361690521,0.12627550959587097,0.19959676800779425
4,0.0001,1.88185e-05,5,78.0,1078.0,45.0,719.0,0.6020833253860474,0.6341463327407837,0.09786700457334518,0.16956522217063458
5,0.0001,1.88185e-05,6,104.0,1071.0,65.0,680.0,0.6119791865348816,0.6153846383094788,0.13265305757522583,0.2182581221180256
6,0.0001,1.88185e-05,7,107.0,1095.0,59.0,659.0,0.6260416507720947,0.6445783376693726,0.1396866887807846,0.22961374042923946
7,0.0001,1.88185e-05,8,133.0,1051.0,69.0,667.0,0.6166666746139526,0.6584158539772034,0.16625000536441803,0.2654690831194346
8,0.0001,1.88185e-05,9,147.0,1082.0,76.0,615.0,0.6401041746139526,0.6591928005218506,0.19291338324546814,0.2984771582480937
9,0.0001,1.88185e-05,10,142.0,1068.0,81.0,629.0,0.6302083134651184,0.6367713212966919,0.18417640030384064,0.2857142960863827
10,0.0001,1.88185e-05,11,146.0,1077.0,67.0,630.0,0.6369791626930237,0.68544602394104,0.18814432621002197,0.295247732494456
11,0.0001,1.88185e-05,12,250.0,977.0,138.0,555.0,0.6390625238418579,0.6443299055099487,0.3105590045452118,0.4191114591678174
12,0.0001,1.88185e-05,13,181.0,1071.0,77.0,591.0,0.6520833373069763,0.7015503644943237,0.23445595800876617,0.351456323971986
13,0.0001,1.88185e-05,14,194.0,1078.0,84.0,564.0,0.6625000238418579,0.6978417038917542,0.2559366822242737,0.3745173807908212
14,0.0001,1.88185e-05,15,278.0,1009.0,99.0,534.0,0.6703125238418579,0.7374005317687988,0.34236451983451843,0.4676197977284806
15,0.0001,1.88185e-05,16,337.0,983.0,146.0,454.0,0.6875,0.6977225542068481,0.42604297399520874,0.5290423777754298
