,learning_rate,weight_decay,epoch,TP,TN,FP,FN,accuracy,precision,recall,f1_score
66,0.0002,1.5164e-06,7,0.0,1417.0,0.0,503.0,0.7380208373069763,,0.0,
67,0.0002,1.5164e-06,8,2.0,1392.0,0.0,526.0,0.7260416746139526,1.0,0.0037878789007663727,0.007547170063404479
68,0.0002,1.5164e-06,9,2.0,1384.0,0.0,534.0,0.721875011920929,1.0,0.0037313431967049837,0.0074349438671189915
69,0.0002,1.5164e-06,10,2.0,1437.0,0.0,481.0,0.7494791746139526,1.0,0.004140786826610565,0.008247423261761987
70,0.0002,1.5164e-06,11,9.0,1383.0,3.0,525.0,0.7250000238418579,0.75,0.016853932291269302,0.0329670325666576
71,0.0002,1.5164e-06,12,11.0,1430.0,6.0,473.0,0.7505208253860474,0.6470588445663452,0.022727273404598236,0.043912178635037755
72,0.0002,1.5164e-06,13,11.0,1415.0,1.0,493.0,0.7427083253860474,0.9166666865348816,0.02182539738714695,0.042635659191666536
73,0.0002,1.5164e-06,14,33.0,1382.0,1.0,504.0,0.7369791865348816,0.970588207244873,0.06145251542329788,0.11558669274844541
74,0.0002,1.5164e-06,15,45.0,1399.0,5.0,471.0,0.7520833611488342,0.8999999761581421,0.0872092992067337,0.15901059270623982
75,0.0002,1.5164e-06,16,40.0,1416.0,6.0,458.0,0.7583333253860474,0.8695651888847351,0.0803212821483612,0.1470588179927148
76,0.0002,1.5164e-06,17,37.0,1371.0,12.0,500.0,0.7333333492279053,0.7551020383834839,0.06890130043029785,0.12627985808075848
77,0.0002,1.5164e-06,18,59.0,1371.0,11.0,479.0,0.7447916865348816,0.8428571224212646,0.10966543108224869,0.1940789492209873
78,0.0002,1.5164e-06,19,40.0,1421.0,8.0,451.0,0.760937511920929,0.8333333134651184,0.08146639168262482,0.14842299465616943
79,0.0002,1.5164e-06,20,65.0,1386.0,10.0,459.0,0.7557291388511658,0.8666666746139526,0.12404580414295197,0.21702838816737247
80,0.0018,3.2727e-06,1,10.0,1396.0,27.0,487.0,0.7322916388511658,0.2702702581882477,0.02012072503566742,0.03745318611513414
81,0.0018,3.2727e-06,2,39.0,1373.0,15.0,493.0,0.7354166507720947,0.7222222089767456,0.07330827414989471,0.13310580853654141
82,0.0018,3.2727e-06,3,47.0,1394.0,21.0,458.0,0.7505208253860474,0.6911764740943909,0.09306930750608444,0.1640488617066773
83,0.0018,3.2727e-06,4,74.0,1375.0,29.0,442.0,0.754687488079071,0.7184466123580933,0.1434108465909958,0.23909530083503872
84,0.0018,3.2727e-06,5,103.0,1374.0,49.0,394.0,0.7692708373069763,0.6776315569877625,0.20724345743656158,0.317411413470222
85,0.0018,3.2727e-06,6,87.0,1390.0,27.0,416.0,0.7692708373069763,0.7631579041481018,0.1729622334241867,0.2820097303554362
86,0.0018,3.2727e-06,7,116.0,1357.0,46.0,401.0,0.7671874761581421,0.7160493731498718,0.22437137365341187,0.3416789403638389
87,0.0018,3.2727e-06,8,164.0,1309.0,76.0,371.0,0.7671874761581421,0.6833333373069763,0.3065420687198639,0.4232258191160374
88,0.0018,3.2727e-06,9,142.0,1325.0,82.0,371.0,0.7640625238418579,0.6339285969734192,0.2768031060695648,0.3853460070989039
89,0.0018,3.2727e-06,10,146.0,1345.0,62.0,367.0,0.776562511920929,0.7019230723381042,0.2846003770828247,0.40499305877663727
90,0.0018,3.2727e-06,11,131.0,1364.0,52.0,373.0,0.7786458134651184,0.7158470153808594,0.2599206268787384,0.38136828170195175
91,0.0018,3.2727e-06,12,192.0,1304.0,76.0,348.0,0.7791666388511658,0.7164179086685181,0.35555556416511536,0.4752475572332751
92,0.0018,3.2727e-06,13,203.0,1293.0,78.0,346.0,0.7791666388511658,0.7224199175834656,0.36976319551467896,0.48915661125164484
93,0.0018,3.2727e-06,14,195.0,1329.0,63.0,333.0,0.793749988079071,0.7558139562606812,0.3693181872367859,0.49618326070013513
94,0.0018,3.2727e-06,15,188.0,1356.0,60.0,316.0,0.8041666746139526,0.7580645084381104,0.3730158805847168,0.5
95,0.0018,3.2727e-06,16,181.0,1356.0,60.0,323.0,0.8005208373069763,0.7510373592376709,0.3591269850730896,0.4859060185762849
96,0.0018,3.2727e-06,17,220.0,1312.0,84.0,304.0,0.7979166507720947,0.7236841917037964,0.4198473393917084,0.5314009556078317
97,0.0018,3.2727e-06,18,244.0,1300.0,83.0,293.0,0.8041666746139526,0.7461773753166199,0.4543761610984802,0.5648147899909969
98,0.0018,3.2727e-06,19,191.0,1340.0,70.0,319.0,0.7973958253860474,0.7318007946014404,0.3745098114013672,0.4954604356749047
99,0.0018,3.2727e-06,20,211.0,1335.0,78.0,296.0,0.8052083253860474,0.7301037907600403,0.4161735773086548,0.5301507268550758
100,0.0001,1.81643e-05,1,102.0,1187.0,241.0,390.0,0.6713541746139526,0.2973760962486267,0.2073170691728592,0.24431138163008811
101,0.0001,1.81643e-05,2,0.0,1409.0,0.0,511.0,0.7338541746139526,,0.0,
102,0.0001,1.81643e-05,3,0.0,1416.0,0.0,504.0,0.737500011920929,,0.0,
103,0.0001,1.81643e-05,4,0.0,1428.0,0.0,492.0,0.7437499761581421,,0.0,
104,0.0001,1.81643e-05,5,0.0,1392.0,0.0,528.0,0.7250000238418579,,0.0,
105,0.0001,1.81643e-05,6,0.0,1365.0,0.0,555.0,0.7109375,,0.0,
106,0.0001,1.81643e-05,7,0.0,1376.0,0.0,544.0,0.7166666388511658,,0.0,
107,0.0001,1.81643e-05,8,0.0,1397.0,0.0,523.0,0.7276041507720947,,0.0,
108,0.0001,1.81643e-05,9,0.0,1394.0,0.0,526.0,0.7260416746139526,,0.0,
109,0.0001,1.81643e-05,10,0.0,1394.0,0.0,526.0,0.7260416746139526,,0.0,
110,0.0001,1.81643e-05,11,0.0,1420.0,0.0,500.0,0.7395833134651184,,0.0,
111,0.0001,1.81643e-05,12,0.0,1394.0,0.0,526.0,0.7260416746139526,,0.0,
112,0.0001,1.81643e-05,13,3.0,1382.0,2.0,533.0,0.7213541865348816,0.6000000238418579,0.005597014911472797,0.011090573214765174
113,0.0001,1.81643e-05,14,1.0,1386.0,0.0,533.0,0.7223958373069763,1.0,0.00187265919521451,0.003738317796972675
114,0.0001,1.81643e-05,15,2.0,1405.0,0.0,513.0,0.7328125238418579,1.0,0.0038834952283650637,0.007736944180807096
115,0.0001,1.81643e-05,16,2.0,1437.0,0.0,481.0,0.7494791746139526,1.0,0.004140786826610565,0.008247423261761987
116,0.0001,1.81643e-05,17,1.0,1408.0,1.0,510.0,0.7338541746139526,0.5,0.001956947147846222,0.0038986355065167002
117,0.0001,1.81643e-05,18,6.0,1425.0,0.0,489.0,0.745312511920929,1.0,0.012121211737394333,0.023952095323503748
118,0.0001,1.81643e-05,19,7.0,1380.0,0.0,533.0,0.7223958373069763,1.0,0.012962962500751019,0.02559414964302396
119,0.0001,1.81643e-05,20,7.0,1395.0,4.0,514.0,0.7302083373069763,0.6363636255264282,0.01343570090830326,0.026315788417607917
120,0.0002,1.5664e-06,1,11.0,1381.0,28.0,500.0,0.7250000238418579,0.28205129504203796,0.02152641862630844,0.039999997423029066
121,0.0002,1.5664e-06,2,0.0,1424.0,0.0,496.0,0.7416666746139526,,0.0,
122,0.0002,1.5664e-06,3,0.0,1378.0,0.0,542.0,0.7177083492279053,,0.0,
123,0.0002,1.5664e-06,4,0.0,1416.0,0.0,504.0,0.737500011920929,,0.0,
124,0.0002,1.5664e-06,5,0.0,1430.0,0.0,490.0,0.7447916865348816,,0.0,
125,0.0002,1.5664e-06,6,0.0,1406.0,0.0,514.0,0.7322916388511658,,0.0,
126,0.0002,1.5664e-06,7,0.0,1402.0,0.0,518.0,0.7302083373069763,,0.0,
127,0.0002,1.5664e-06,8,1.0,1409.0,0.0,510.0,0.734375,1.0,0.001956947147846222,0.00390625
128,0.0002,1.5664e-06,9,5.0,1391.0,0.0,524.0,0.7270833253860474,1.0,0.009451796300709248,0.01872659357786085
129,0.0002,1.5664e-06,10,3.0,1406.0,0.0,511.0,0.7338541746139526,1.0,0.005836575757712126,0.011605415278678017
130,0.0002,1.5664e-06,11,10.0,1396.0,0.0,514.0,0.7322916388511658,1.0,0.019083969295024872,0.037453182918190095
131,0.0002,1.5664e-06,12,10.0,1411.0,5.0,494.0,0.7401041388511658,0.6666666865348816,0.01984127052128315,0.03853564748475649
132,0.0002,1.5664e-06,13,10.0,1385.0,1.0,524.0,0.7265625,0.9090909361839294,0.018726591020822525,0.03669724682236089
133,0.0002,1.5664e-06,14,9.0,1411.0,2.0,498.0,0.7395833134651184,0.8181818127632141,0.017751479521393776,0.034749035411479216
134,0.0002,1.5664e-06,15,18.0,1400.0,1.0,501.0,0.7385416626930237,0.9473684430122375,0.034682080149650574,0.06691449219031184
135,0.0002,1.5664e-06,16,26.0,1396.0,1.0,497.0,0.7406250238418579,0.9629629850387573,0.049713194370269775,0.0945454510942038
136,0.0002,1.5664e-06,17,21.0,1382.0,4.0,513.0,0.7307291626930237,0.8399999737739563,0.03932584449648857,0.07513417599386794
137,0.0002,1.5664e-06,18,28.0,1420.0,2.0,470.0,0.7541666626930237,0.9333333373069763,0.05622490122914314,0.10606060902665408
138,0.0002,1.5664e-06,19,35.0,1397.0,7.0,481.0,0.7458333373069763,0.8333333134651184,0.06782945990562439,0.12544803717864447
139,0.0002,1.5664e-06,20,35.0,1397.0,9.0,479.0,0.7458333373069763,0.7954545617103577,0.06809338182210922,0.12544802811719824
140,0.0002,5.668e-06,1,3.0,1409.0,6.0,502.0,0.7354166507720947,0.3333333432674408,0.005940594244748354,0.01167315203936282
141,0.0002,5.668e-06,2,0.0,1416.0,0.0,504.0,0.737500011920929,,0.0,
142,0.0002,5.668e-06,3,0.0,1400.0,0.0,520.0,0.7291666865348816,,0.0,
143,0.0002,5.668e-06,4,0.0,1402.0,0.0,518.0,0.7302083373069763,,0.0,
144,0.0002,5.668e-06,5,0.0,1408.0,0.0,512.0,0.7333333492279053,,0.0,
145,0.0002,5.668e-06,6,1.0,1406.0,0.0,513.0,0.7328125238418579,1.0,0.0019455252913758159,0.003883495259789852
146,0.0002,5.668e-06,7,3.0,1387.0,0.0,530.0,0.7239583134651184,1.0,0.005628517828881741,0.011194030431292834
147,0.0002,5.668e-06,8,3.0,1411.0,0.0,506.0,0.7364583611488342,1.0,0.005893909838050604,0.01171875
148,0.0002,5.668e-06,9,3.0,1412.0,1.0,504.0,0.7369791865348816,0.75,0.005917159840464592,0.011741683560443252
149,0.0002,5.668e-06,10,4.0,1407.0,4.0,505.0,0.7348958253860474,0.5,0.007858546450734138,0.015473887509267406
150,0.0002,5.668e-06,11,8.0,1402.0,3.0,507.0,0.734375,0.7272727489471436,0.015533980913460255,0.030418251722865948
151,0.0002,5.668e-06,12,20.0,1395.0,6.0,499.0,0.7369791865348816,0.7692307829856873,0.038535647094249725,0.07339449642829525
152,0.0002,5.668e-06,13,28.0,1379.0,8.0,505.0,0.7328125238418579,0.7777777910232544,0.05253283306956291,0.09841827897329714
153,0.0002,5.668e-06,14,36.0,1379.0,9.0,496.0,0.7369791865348816,0.800000011920929,0.06766917556524277,0.12478336991234433
154,0.0002,5.668e-06,15,36.0,1384.0,8.0,492.0,0.7395833134651184,0.8181818127632141,0.06818182021379471,0.1258741342211275
155,0.0002,5.668e-06,16,44.0,1377.0,11.0,488.0,0.7401041388511658,0.800000011920929,0.0827067643404007,0.14991481402102264
156,0.0002,5.668e-06,17,39.0,1399.0,11.0,471.0,0.7489583492279053,0.7799999713897705,0.07647059112787247,0.13928571105459514
157,0.0002,5.668e-06,18,47.0,1391.0,18.0,464.0,0.7489583492279053,0.7230769395828247,0.09197651594877243,0.1631944363189182
158,0.0002,5.668e-06,19,54.0,1409.0,6.0,451.0,0.7619791626930237,0.8999999761581421,0.1069306954741478,0.1911504363750921
159,0.0002,5.668e-06,20,63.0,1393.0,16.0,448.0,0.7583333253860474,0.797468364238739,0.12328767031431198,0.2135593219790386
160,0.0004,2.3203e-06,1,11.0,1364.0,33.0,512.0,0.7161458134651184,0.25,0.021032504737377167,0.03880070432803165
161,0.0004,2.3203e-06,2,0.0,1378.0,0.0,542.0,0.7177083492279053,,0.0,
162,0.0004,2.3203e-06,3,0.0,1387.0,0.0,533.0,0.7223958373069763,,0.0,
163,0.0004,2.3203e-06,4,0.0,1431.0,0.0,489.0,0.745312511920929,,0.0,
164,0.0004,2.3203e-06,5,7.0,1390.0,3.0,520.0,0.7276041507720947,0.699999988079071,0.013282732106745243,0.0260707625526682
165,0.0004,2.3203e-06,6,18.0,1381.0,3.0,518.0,0.7286458611488342,0.8571428656578064,0.033582091331481934,0.06463195899192212
166,0.0004,2.3203e-06,7,29.0,1411.0,3.0,477.0,0.75,0.90625,0.0573122538626194,0.10780669418056238
167,0.0004,2.3203e-06,8,41.0,1381.0,9.0,489.0,0.7406250238418579,0.8199999928474426,0.07735849171876907,0.1413793075963172
168,0.0004,2.3203e-06,9,52.0,1386.0,12.0,470.0,0.7489583492279053,0.8125,0.09961685538291931,0.17747439648555408
169,0.0004,2.3203e-06,10,49.0,1395.0,7.0,469.0,0.7520833611488342,0.875,0.09459459781646729,0.17073171256483485
170,0.0004,2.3203e-06,11,57.0,1401.0,17.0,445.0,0.7593749761581421,0.7702702879905701,0.11354582011699677,0.1979166708816727
171,0.0004,2.3203e-06,12,72.0,1387.0,7.0,454.0,0.7598958611488342,0.9113923907279968,0.13688212633132935,0.2380165198092605
172,0.0004,2.3203e-06,13,69.0,1397.0,15.0,439.0,0.7635416388511658,0.8214285969734192,0.13582676649093628,0.23310810095591056
173,0.0004,2.3203e-06,14,82.0,1380.0,18.0,440.0,0.7614583373069763,0.8199999928474426,0.15708811581134796,0.2636655881862411
174,0.0004,2.3203e-06,15,88.0,1400.0,20.0,412.0,0.7749999761581421,0.8148148059844971,0.17599999904632568,0.2894736810443579
175,0.0004,2.3203e-06,16,132.0,1353.0,30.0,405.0,0.7734375,0.8148148059844971,0.24581006169319153,0.37768242719086054
176,0.0004,2.3203e-06,17,114.0,1363.0,30.0,413.0,0.7692708373069763,0.7916666865348816,0.2163187861442566,0.3397913452571936
177,0.0004,2.3203e-06,18,121.0,1389.0,21.0,389.0,0.7864583134651184,0.8521126508712769,0.23725490272045135,0.37116564752852205
178,0.0004,2.3203e-06,19,115.0,1375.0,23.0,407.0,0.7760416865348816,0.8333333134651184,0.22030651569366455,0.34848482877098247
179,0.0004,2.3203e-06,20,128.0,1372.0,23.0,397.0,0.78125,0.8476821184158325,0.2438095211982727,0.37869819189313875
180,0.0067,1.06284e-05,1,72.0,1231.0,148.0,469.0,0.6786458492279053,0.3272727131843567,0.13308687508106232,0.18922470839841565
181,0.0067,1.06284e-05,2,112.0,1298.0,93.0,417.0,0.734375,0.5463414788246155,0.21172022819519043,0.3051771226430857
182,0.0067,1.06284e-05,3,99.0,1359.0,63.0,399.0,0.7593749761581421,0.6111111044883728,0.19879518449306488,0.29999998896082586
183,0.0067,1.06284e-05,4,131.0,1324.0,73.0,392.0,0.7578125,0.6421568393707275,0.25047799944877625,0.3603851126955204
184,0.0067,1.06284e-05,5,114.0,1313.0,99.0,394.0,0.7432291507720947,0.5352112650871277,0.22440944612026215,0.31622745927382084
185,0.0067,1.06284e-05,6,188.0,1250.0,151.0,331.0,0.7489583492279053,0.5545722842216492,0.36223506927490234,0.43822845338304683
186,0.0067,1.06284e-05,7,140.0,1316.0,104.0,360.0,0.7583333253860474,0.5737704634666443,0.2800000011920929,0.3763440830187773
187,0.0067,1.06284e-05,8,143.0,1315.0,106.0,356.0,0.7593749761581421,0.5742971897125244,0.2865731418132782,0.38235293506726575
188,0.0067,1.06284e-05,9,174.0,1298.0,100.0,348.0,0.7666666507720947,0.6350364685058594,0.3333333432674408,0.43718592562728703
189,0.0067,1.06284e-05,10,230.0,1238.0,117.0,335.0,0.7645833492279053,0.6628242135047913,0.40707963705062866,0.5043859590480405
190,0.0067,1.06284e-05,11,202.0,1318.0,89.0,311.0,0.7916666865348816,0.6941580772399902,0.39376217126846313,0.502487580724197
191,0.0067,1.06284e-05,12,215.0,1232.0,154.0,319.0,0.7536458373069763,0.5826558470726013,0.40262171626091003,0.4761905078784824
192,0.0067,1.06284e-05,13,179.0,1357.0,75.0,309.0,0.800000011920929,0.7047244310379028,0.36680328845977783,0.4824798028085716
193,0.0067,1.06284e-05,14,214.0,1322.0,90.0,294.0,0.800000011920929,0.7039473652839661,0.4212598502635956,0.5270936130206394
194,0.0067,1.06284e-05,15,231.0,1261.0,124.0,304.0,0.7770833373069763,0.6507042050361633,0.43177568912506104,0.519101095754639
195,0.0067,1.06284e-05,16,213.0,1316.0,111.0,280.0,0.7963541746139526,0.6574074029922485,0.4320486783981323,0.5214198021232036
196,0.0067,1.06284e-05,17,226.0,1313.0,91.0,290.0,0.801562488079071,0.7129337787628174,0.43798449635505676,0.5426170856136794
197,0.0067,1.06284e-05,18,268.0,1212.0,167.0,273.0,0.7708333134651184,0.6160919666290283,0.49537894129753113,0.5491803463305424
198,0.0067,1.06284e-05,19,215.0,1339.0,81.0,285.0,0.809374988079071,0.7263513803482056,0.4300000071525574,0.5402010664134205
199,0.0067,1.06284e-05,20,248.0,1280.0,118.0,274.0,0.7958333492279053,0.6775956153869629,0.4750957787036896,0.5585585506391453
200,0.0055,9.4e-07,1,114.0,1114.0,270.0,422.0,0.6395833492279053,0.296875,0.21268656849861145,0.2478260968737484
201,0.0055,9.4e-07,2,73.0,1280.0,89.0,478.0,0.7046874761581421,0.4506172835826874,0.13248638808727264,0.204768589561167
202,0.0055,9.4e-07,3,79.0,1327.0,81.0,433.0,0.7322916388511658,0.4937500059604645,0.154296875,0.2351190700655291
203,0.0055,9.4e-07,4,125.0,1271.0,124.0,400.0,0.7270833253860474,0.5020080208778381,0.2380952388048172,0.3229974304317545
204,0.0055,9.4e-07,5,123.0,1303.0,97.0,397.0,0.7427083253860474,0.5590909123420715,0.23653845489025116,0.33243240449112954
205,0.0055,9.4e-07,6,110.0,1353.0,59.0,398.0,0.7619791626930237,0.6508875489234924,0.21653543412685394,0.3249630676076997
206,0.0055,9.4e-07,7,154.0,1325.0,71.0,370.0,0.770312488079071,0.6844444274902344,0.29389312863349915,0.41121496693631815
207,0.0055,9.4e-07,8,141.0,1344.0,72.0,363.0,0.7734375,0.6619718074798584,0.2797619104385376,0.39330542979695143
208,0.0055,9.4e-07,9,158.0,1306.0,95.0,361.0,0.762499988079071,0.6245059370994568,0.30443158745765686,0.40932641838754297
209,0.0055,9.4e-07,10,141.0,1340.0,90.0,349.0,0.7713541388511658,0.6103895902633667,0.2877551019191742,0.39112341163953523
210,0.0055,9.4e-07,11,203.0,1255.0,145.0,317.0,0.7593749761581421,0.5833333134651184,0.39038461446762085,0.4677419137629653
211,0.0055,9.4e-07,12,205.0,1305.0,93.0,317.0,0.7864583134651184,0.6879194378852844,0.3927203118801117,0.5
212,0.0055,9.4e-07,13,183.0,1330.0,77.0,330.0,0.7880208492279053,0.7038461565971375,0.35672515630722046,0.4734799364754437
213,0.0055,9.4e-07,14,200.0,1325.0,88.0,307.0,0.7942708134651184,0.6944444179534912,0.39447730779647827,0.503144603481862
214,0.0055,9.4e-07,15,207.0,1286.0,100.0,327.0,0.7776041626930237,0.6742671132087708,0.38764044642448425,0.4922710965492978
215,0.0055,9.4e-07,16,197.0,1322.0,108.0,293.0,0.7911458611488342,0.645901620388031,0.4020408093929291,0.4955974886409371
216,0.0055,9.4e-07,17,195.0,1301.0,128.0,296.0,0.7791666388511658,0.603715181350708,0.39714866876602173,0.4791154955767454
